,l1,l2,Unnamed: 0,overlap,p,rho
0,be,es,378.0,11.4663143989,0.32303763804,0.324855138418
1,bg,be,1095.5,11.2522123894,0.299741821657,0.346490951425
2,bg,ca,1765.5,11.5951661631,0.306958689305,0.357277140581
3,bg,cs,2450.5,13.2132768362,0.255682778154,0.409189880261
4,bg,da,3162.0,11.3244755245,0.315984238091,0.346410260571
5,bg,de,3888.5,12.3279132791,0.29556791942,0.361997373136
6,bg,en,4618.5,11.6578947368,0.30016721651,0.314569624569
7,bg,es,5338.5,12.3983286908,0.274208555855,0.368699866412
8,bg,eu,6026.5,9.14741641337,0.337438300523,0.317290861648
9,bg,fr,6709.5,11.4689265537,0.28774994769,0.374288882706
10,bg,he,7387.5,9.25771604938,0.323789338112,0.269638760514
11,bg,hr,8056.0,11.9564586357,0.262607006819,0.413789486586
12,bg,it,8735.5,11.0298507463,0.308437916826,0.354018868164
13,bg,ja,9374.0,8.37726523888,0.326399755205,0.280251311018
14,bg,ka,10014.0,10.6404160475,0.285988364098,0.362439551672
15,bg,kk,10678.5,8.45426829268,0.347716960438,0.314872948634
16,bg,la,11341.5,7.46119402985,0.358607797711,0.196785258075
17,bg,lt,12023.5,11.1527377522,0.309175374494,0.357404424427
18,bg,nl,12738.5,10.9918478261,0.306366063483,0.35064143442
19,bg,no,13457.0,11.0313837375,0.301390207751,0.364945279727
20,bg,pl,14152.5,13.3405797101,0.258063665522,0.408235623395
21,bg,pt,14849.5,11.6860795455,0.302845597944,0.347774983444
22,bg,ro,15554.5,11.7620396601,0.300866871052,0.358004633373
23,bg,ru,16265.0,13.8237762238,0.248117675365,0.412424804761
24,bg,sk,16969.5,11.6930835735,0.291750720634,0.35411738847
25,ca,be,17664.0,10.6935251799,0.340455377994,0.311661178928
26,ca,es,18431.5,17.5511904762,0.146699827775,0.564111674257
27,ca,eu,19210.0,10.3068340307,0.310475770423,0.353575281215
28,ca,he,19919.0,8.79885877318,0.343315384189,0.307133445431
29,ca,it,20647.5,14.1441798942,0.217973892075,0.47382904213
30,ca,ja,21362.5,7.97329376855,0.334233330872,0.290620753077
31,ca,ka,22031.0,9.93514328808,0.332915457191,0.307627642896
32,ca,kk,22723.0,8.83217753121,0.360423627768,0.281123297651
33,ca,pt,23494.5,14.8527980535,0.211294041084,0.458382398294
34,ca,ro,24292.0,12.0194049159,0.296227022036,0.383865785266
35,cs,be,25039.0,12.5090152566,0.2860069461,0.374061319415
36,cs,ca,25760.5,11.6260387812,0.282106797935,0.376292325292
37,cs,da,26511.5,11.9294871795,0.282477601858,0.385389406902
38,cs,de,27304.0,14.2198757764,0.253098024526,0.411038136799
39,cs,en,28098.0,12.3014048531,0.292222966336,0.37450036816
40,cs,es,28880.0,12.9039692702,0.273795378546,0.397639705874
41,cs,eu,29621.0,9.46504992867,0.33663954797,0.32523206617
42,cs,fr,30356.0,12.2236671001,0.282602784308,0.363827269064
43,cs,he,31087.5,9.50288184438,0.329761287783,0.271585401523
44,cs,it,31794.0,12.3379694019,0.269356392696,0.401780280853
45,cs,ja,32480.0,8.43338437979,0.328065262285,0.297826180036
46,cs,ka,33156.0,11.1502145923,0.312961151725,0.318392623026
47,cs,kk,33858.0,8.70638297872,0.359646452528,0.276064171384
48,cs,la,34564.0,7.92503536068,0.389171962876,0.197341879312
49,cs,lt,35298.0,11.6688567674,0.284507447214,0.371417178723
50,cs,nl,36076.0,12.3144654088,0.286606083371,0.399770368386
51,cs,no,36856.5,12.0143603133,0.292117926945,0.384995867285
52,cs,pl,37613.5,16.5868983957,0.181262558058,0.485184488499
53,cs,pt,38371.0,12.29726206,0.284628374537,0.369796437069
54,cs,ro,39134.5,11.7171052632,0.288623440018,0.371573115377
55,cs,ru,39894.0,15.8339920949,0.211294489757,0.447225568482
56,da,be,40645.0,10.4118438762,0.330508262411,0.31272199879
57,da,ca,41414.5,11.5766331658,0.29775317098,0.342519167576
58,da,de,42254.5,14.0757918552,0.252146644844,0.409446721721
59,da,en,43136.0,12.811149033,0.290047906683,0.345715681881
60,da,es,44003.0,12.3263157895,0.297776539121,0.370859909707
61,da,eu,44813.5,9.21018276762,0.311472646958,0.353261938947
62,da,fr,45623.5,11.7283372365,0.299763621148,0.347621934932
63,da,he,46422.5,8.57258064516,0.358255097491,0.246811115055
64,da,it,47187.0,11.7668789809,0.305769337502,0.362487059154
65,da,ja,47935.0,7.82559774965,0.3526008159,0.255548506326
66,da,ka,48649.5,10.0097493036,0.333072241407,0.315586530443
67,da,kk,49391.5,8.37859007833,0.372403108595,0.209584017159
68,da,la,50135.5,6.97506925208,0.371426273016,0.211565525833
69,da,nl,50932.0,13.4512055109,0.269648024461,0.408206662633
70,da,pt,51790.5,12.1146572104,0.294078463919,0.342346809203
71,da,ro,52617.5,11.1051980198,0.318400595291,0.346316909757
72,de,be,53404.0,11.8026143791,0.326747772072,0.313175082747
73,de,ca,54196.5,12.693902439,0.267525220519,0.381873128973
74,de,en,55060.0,14.4377067255,0.25547054154,0.387968325431
75,de,es,55960.0,14.2463605823,0.243050731349,0.412683994993
76,de,eu,56800.5,9.82614213198,0.333047484071,0.30890361037
77,de,fr,57638.0,13.4081172492,0.271778954401,0.371321469288
78,de,he,58473.5,9.72321428571,0.318340899073,0.275159229507
79,de,it,59271.0,13.2626387176,0.267025597999,0.388255983033
80,de,ja,60042.5,9.08469945355,0.324267267074,0.333083332971
81,de,ka,60775.0,10.8799454297,0.312614657766,0.317765829634
82,de,kk,61537.5,9.43686868687,0.346702339484,0.281480987094
83,de,la,62315.5,7.45287958115,0.370462968579,0.207843476556
84,de,nl,63160.0,16.3881081081,0.197298881843,0.458373931558
85,de,pt,64064.0,13.4144960362,0.274520248948,0.358430065597
86,de,ro,64928.0,12.049704142,0.314547555166,0.338465712173
87,en,be,65722.5,10.9650537634,0.332438437402,0.285591638561
88,en,ca,66505.0,12.2302070646,0.277339547114,0.361746527885
89,en,es,67357.0,14.0849377123,0.236894822496,0.399888828061
90,en,eu,68185.5,9.84366925065,0.324746641886,0.284018895987
91,en,fr,69008.0,13.1102181401,0.269351796454,0.360377858803
92,en,he,69834.0,9.37131882202,0.339506920072,0.254524221473
93,en,it,70630.0,12.4747225647,0.283803398648,0.358436602284
94,en,ja,71404.5,8.77777777778,0.339703313595,0.289841333329
95,en,ka,72137.0,10.4511691884,0.34173556228,0.275437044602
96,en,kk,72892.5,9.06632653061,0.370684267272,0.265064996389
97,en,la,73653.5,7.13279132791,0.388523240919,0.20716715092
98,en,pt,74457.5,13.3229885057,0.279259625731,0.358798294549
99,en,ro,75309.0,11.6182472989,0.311279627504,0.302263432065
100,en,ru,76131.0,12.7977805179,0.297362814469,0.341130750502
101,eu,be,76874.0,8.64444444444,0.341364882239,0.309738413553
102,eu,es,77606.5,10.4569620253,0.279551886991,0.359348863678
103,eu,he,78346.5,7.31884057971,0.360449590678,0.287721177922
104,fi,be,79065.0,11.2396251673,0.30263518417,0.330563640984
105,fi,bg,79791.0,11.4822695035,0.307491919928,0.375533661685
106,fi,ca,80530.0,11.4928848642,0.30886289412,0.358449436396
107,fi,cs,81300.0,12.9804432855,0.281469425194,0.38192326184
108,fi,da,82100.0,11.8115246098,0.262640399796,0.400993288297
109,fi,de,82946.5,12.861627907,0.294806993742,0.353576313979
110,fi,en,83796.0,11.9201430274,0.317726881608,0.328301910465
111,fi,es,84638.5,12.793144208,0.250619064157,0.406389188951
112,fi,eu,85443.0,9.75884665793,0.334762291571,0.311603348899
113,fi,fr,86239.5,11.6626506024,0.304357151379,0.350932807186
114,fi,he,87023.5,9.07046070461,0.348126416474,0.280800947063
115,fi,hi,87755.0,9.86206896552,0.330160513176,0.302796480517
116,fi,hr,88491.5,11.2379679144,0.287410928511,0.374190551247
117,fi,hu,89264.5,12.1979949875,0.272126082005,0.398995979778
118,fi,hy,90040.5,10.5371352785,0.334584114607,0.336860110342
119,fi,it,90806.0,11.7052767053,0.286898904569,0.37701365306
120,fi,ja,91545.0,8.35092724679,0.332571019432,0.254602549741
121,fi,ka,92255.5,10.7708333333,0.331799400573,0.327072786439
122,fi,kk,92988.0,9.04966442953,0.32976920057,0.318848632129
123,fi,la,93728.0,7.71156462585,0.373527272661,0.226005628314
124,fi,lt,94501.5,11.5997536946,0.29210952649,0.374772170148
125,fi,nl,95328.0,11.8335315101,0.281152039545,0.369938399409
126,fi,no,96156.0,12.117791411,0.274343921575,0.389739599295
127,fi,pl,96941.5,13.0343915344,0.270096017476,0.384482004826
128,fi,pt,97732.0,12.12,0.308721615919,0.346485918774
129,fi,ro,98541.5,11.1133501259,0.30538995612,0.344902258856
130,fi,ru,99338.5,13.33,0.249770136017,0.404513010088
131,fi,sk,100121.0,11.2862745098,0.306500520946,0.343966287919
132,fr,be,100873.0,10.3761840325,0.333391685879,0.304590117025
133,fr,ca,101658.0,14.4717208183,0.212338721138,0.438851941784
134,fr,es,102511.0,15.5942857143,0.201830461885,0.482416122543
135,fr,eu,103332.0,9.43937418514,0.324886058802,0.321133273943
136,fr,he,104088.5,8.99329758713,0.331792544509,0.306104162701
137,fr,it,104859.0,14.9119496855,0.191489268411,0.502849959033
138,fr,ja,105614.0,7.91888111888,0.358992061709,0.274921427539
139,fr,ka,106324.0,9.79007092199,0.327052194915,0.316709259632
140,fr,kk,107056.0,8.64558629776,0.350960831834,0.270782020256
141,fr,pt,107870.5,14.8735632184,0.197500321715,0.466318298743
142,fr,ro,108716.5,12.1277372263,0.261143171782,0.414130037457
143,he,be,109464.5,8.29673590504,0.354955008695,0.254061771397
144,he,es,110183.5,9.51439790576,0.316232844292,0.322773866892
145,hi,be,110899.5,8.67814371257,0.367072317928,0.244003069248
146,hi,bg,111557.0,9.77279752705,0.324984174219,0.322450803511
147,hi,ca,112222.0,9.43338213763,0.339223578006,0.27827619654
148,hi,cs,112907.5,9.46656976744,0.349994259172,0.240003018862
149,hi,da,113618.5,9.75885558583,0.357054650542,0.268692550989
150,hi,de,114367.5,10.1426701571,0.345697796957,0.279956723132
151,hi,en,115123.5,9.99197860963,0.366223560326,0.268297145917
152,hi,es,115875.0,10.2966887417,0.327650851142,0.311311923982
153,hi,eu,116592.0,8.44182621502,0.317040742691,0.288541868845
154,hi,fr,117297.0,10.0547195622,0.316852000662,0.324077755513
155,hi,he,117990.5,7.55030487805,0.35464393295,0.237223207367
156,hi,hr,118653.0,8.74140508221,0.347227044669,0.304897453946
157,hi,hy,119318.0,8.76096822995,0.348836476845,0.298251680953
158,hi,it,119991.5,9.72303206997,0.321356770635,0.311597663271
159,hi,ja,120644.0,7.41195476575,0.344091939766,0.218753094266
160,hi,ka,121281.0,8.93740458015,0.334841782316,0.275016884605
161,hi,kk,121948.0,8.0382916053,0.374968559971,0.274748264941
162,hi,la,122607.5,6.4015625,0.357050042562,0.195923199974
163,hi,lt,123281.0,8.78925035361,0.344859781572,0.286641314159
164,hi,nl,124007.5,9.47050938338,0.355180678159,0.268457682153
165,hi,no,124739.5,9.63370473538,0.345203745439,0.283324425743
166,hi,pl,125438.0,9.78645066274,0.332247423741,0.289324660788
167,hi,pt,126144.5,9.92643051771,0.352847636993,0.304223320604
168,hi,ro,126863.5,9.35085227273,0.318460868327,0.293071243067
169,hi,ru,127569.0,10.0551626591,0.355731680943,0.27927887338
170,hi,sk,128258.0,8.65871833085,0.353436953285,0.234339116586
171,hr,be,128947.0,11.6082036775,0.290034705837,0.36049685933
172,hr,ca,129654.5,10.7019774011,0.302195821575,0.3406621812
173,hr,cs,130382.0,13.1793842035,0.243799070589,0.409960368418
174,hr,da,131132.5,10.5689655172,0.298361393702,0.374492947566
175,hr,de,131903.0,11.7153748412,0.317321967469,0.329898607925
176,hr,en,132673.5,10.6100795756,0.323680093775,0.326771543006
177,hr,es,133435.0,11.5422626788,0.300941029025,0.367153567915
178,hr,eu,134164.5,8.66666666667,0.332938722889,0.305370330897
179,hr,fr,134883.0,10.9651941098,0.292082189617,0.379230925254
180,hr,he,135594.5,8.7573964497,0.347526751286,0.286879735699
181,hr,it,136286.0,10.8429985856,0.303298016285,0.361912159552
182,hr,ja,136953.0,7.30462519936,0.358058226677,0.26402951214
183,hr,ka,137602.5,9.80505952381,0.306563778132,0.301611349768
184,hr,kk,138286.0,8.11942446043,0.364807594004,0.262121233047
185,hr,la,138987.5,7.71327683616,0.397324706118,0.190850198419
186,hr,lt,139709.0,10.737414966,0.310470121658,0.350871518344
187,hr,nl,140463.5,10.7157622739,0.316540816395,0.341091851885
188,hr,no,141226.5,10.7194148936,0.307309955802,0.361232542397
189,hr,pl,141968.5,13.6270491803,0.270665339536,0.402610861004
190,hr,pt,142711.5,11.1366047745,0.316531732606,0.34637203045
191,hr,ro,143460.5,10.6129032258,0.318007142101,0.32912838037
192,hr,ru,144205.5,13.7520107239,0.264381672563,0.399500544511
193,hr,sk,144945.5,12.3392370572,0.271949351722,0.420626953287
194,hu,be,145678.0,11.0410396717,0.304949278056,0.324583586418
195,hu,bg,146397.5,11.7231638418,0.286258213551,0.374524565628
196,hu,ca,147120.5,10.8739837398,0.30070203662,0.353439393293
197,hu,cs,147865.0,12.5046604527,0.283447397421,0.393692126765
198,hu,da,148642.0,11.0547945205,0.291986048091,0.344634693976
199,hu,de,149462.0,12.8637992832,0.289385922037,0.360736902453
200,hu,en,150297.5,11.6103117506,0.326642970297,0.307021382296
201,hu,es,151126.0,12.3414337789,0.276742083359,0.36852476205
202,hu,eu,151900.5,9.42424242424,0.344309080938,0.294554205438
203,hu,fr,152660.5,11.2229219144,0.298028819135,0.363218162558
204,hu,he,153414.0,9.39270687237,0.33973557638,0.291333120107
205,hu,hi,154122.5,9.66761363636,0.336317229428,0.305575181699
206,hu,hr,154843.0,10.7313432836,0.290415304307,0.357877047707
207,hu,hy,155579.5,10.3220108696,0.327262787296,0.291934287451
208,hu,it,156325.0,11.5364238411,0.278069774834,0.381873703014
209,hu,ja,157046.0,8.02183406114,0.340930216506,0.273486953331
210,hu,ka,157750.5,10.7534626039,0.313913618498,0.311992916321
211,hu,kk,158476.5,8.74931506849,0.333296633347,0.288697077902
212,hu,la,159211.0,6.99729364005,0.352650006099,0.225454911537
213,hu,lt,159975.5,10.7974683544,0.298374470786,0.332019938508
214,hu,nl,160785.5,11.3638554217,0.299422979188,0.363194069473
215,hu,no,161594.0,11.2172808132,0.279952288792,0.361755728529
216,hu,pl,162361.5,12.4919786096,0.26698075401,0.40337813027
217,hu,pt,163135.0,11.7684605757,0.279571203895,0.351870844987
218,hu,ro,163922.5,11.0309278351,0.303943983719,0.346148952101
219,hu,ru,164704.0,12.7318932656,0.288486419248,0.345676880931
220,hu,sk,165466.5,11.1653116531,0.296967667852,0.338499037377
221,hy,be,166185.0,10.9670958512,0.30785416253,0.334426766422
222,hy,bg,166857.0,10.207751938,0.303964950554,0.326579893993
223,hy,ca,167528.5,10.0487106017,0.321228722642,0.311238683218
224,hy,cs,168232.5,10.6464788732,0.308902007035,0.349172725862
225,hy,da,168960.5,9.97587131367,0.329280549597,0.298145466521
226,hy,de,169718.5,10.7090909091,0.339868850834,0.303460518437
227,hy,en,170483.0,10.6113306983,0.319171358741,0.280899573608
228,hy,es,171246.5,10.9739583333,0.303841602077,0.368525030851
229,hy,eu,171976.0,8.4500723589,0.322265254983,0.293828395658
230,hy,fr,172692.5,10.0188679245,0.325194472735,0.349096551041
231,hy,he,173401.0,8.19555555556,0.352282301527,0.268250025266
232,hy,hr,174079.0,10.0748898678,0.31948778791,0.31205985646
233,hy,it,174773.0,10.3309759547,0.322639835021,0.347541423531
234,hy,ja,175441.5,7.29841269841,0.359748455701,0.233595664193
235,hy,ka,176091.5,10.0880597015,0.313020313451,0.323296722902
236,hy,kk,176771.5,8.41304347826,0.328991236773,0.320821508302
237,hy,la,177458.0,7.42606149341,0.379622543988,0.175628357963
238,hy,lt,178167.5,10.3070652174,0.335787582365,0.305484812129
239,hy,nl,178919.0,9.91655801825,0.343021561301,0.318866831617
240,hy,no,179673.0,10.0391363023,0.317210213532,0.304123649457
241,hy,pl,180400.5,11.1792717087,0.303413475124,0.355054104932
242,hy,pt,181130.0,10.3395973154,0.319223057339,0.320876524274
243,hy,ro,181864.5,9.89917127072,0.331065052584,0.297446019819
244,hy,ru,182597.0,11.8502024291,0.304090623636,0.345614588663
245,hy,sk,183319.0,10.1038406828,0.329725956652,0.295746151848
246,it,be,184016.5,10.6040462428,0.344173715779,0.351658734845
247,it,es,184772.5,15.7731707317,0.18424136618,0.510860073897
248,it,eu,185533.0,9.37375178317,0.318011625069,0.32446638524
249,it,he,186235.0,8.88193456615,0.336550019044,0.283900767819
250,it,ja,186922.0,8.3219076006,0.323613044187,0.305095046359
251,it,ka,187592.0,9.68908819133,0.319128130375,0.346664137174
252,it,kk,188281.0,8.45133991537,0.351661517174,0.290733960042
253,it,ro,189016.5,11.7624671916,0.280981983719,0.393723448615
254,ja,be,189708.0,7.53945249597,0.361680783199,0.244756317278
255,ja,es,190389.0,8.89203778677,0.31844577865,0.307839717662
256,ja,eu,191075.5,6.95411392405,0.333725291235,0.286980324244
257,ja,he,191720.0,6.64383561644,0.358180443375,0.237221706631
258,ja,ka,192349.5,7.40365448505,0.37465447039,0.256090460245
259,ka,be,192989.0,10.8079763663,0.299997598885,0.320985711111
260,ka,es,193689.5,10.5138121547,0.31196225389,0.34468552041
261,ka,eu,194384.5,8.81831831832,0.332836547281,0.293395600563
262,ka,he,195043.0,8.27035330261,0.3626703959,0.253652608938
263,kk,be,195713.5,8.77246376812,0.352186850905,0.259602638903
264,kk,es,196461.0,9.30931677019,0.345361890046,0.29074076926
265,kk,eu,197208.0,7.67779390421,0.350290887482,0.277571454336
266,kk,he,197902.0,7.18311874106,0.355540422009,0.280413427637
267,kk,ja,198571.0,6.79968701095,0.360956203928,0.248614231532
268,kk,ka,199222.0,8.46757164404,0.360453956495,0.266105727467
269,la,be,199904.5,7.59544159544,0.374816643421,0.206407835181
270,la,ca,200603.0,7.32086330935,0.368520585162,0.230443539046
271,la,es,201330.0,7.83267457181,0.379656852491,0.246406459285
272,la,eu,202044.5,6.4328358209,0.34492710412,0.229599308602
273,la,fr,202746.0,7.36834924966,0.368285078388,0.233091691019
274,la,he,203441.5,5.97872340426,0.378696103507,0.156149011449
275,la,it,204120.5,7.16571428571,0.365627999359,0.238167733046
276,la,ja,204766.5,5.61486486486,0.356101298296,0.194183168301
277,la,ka,205391.0,6.99695585997,0.374206913138,0.210138662177
278,la,kk,206060.5,5.91348973607,0.378536506804,0.190426378918
279,la,pt,206778.0,7.5219123506,0.378748478128,0.205227996223
280,la,ro,207513.5,7.16155988858,0.349797332081,0.215022283264
281,lt,be,208243.0,11.6396761134,0.297778784743,0.3513597125
282,lt,ca,208991.0,10.6582781457,0.296235193143,0.364025704533
283,lt,da,209773.0,10.390605686,0.332612046895,0.332244290962
284,lt,de,210595.5,11.6279904306,0.305491144277,0.345198198537
285,lt,en,211419.5,10.2770935961,0.333564157256,0.292086200543
286,lt,es,212238.5,11.5060532688,0.281565454163,0.347943968019
287,lt,eu,213016.0,8.69821673525,0.344725932504,0.280579046657
288,lt,fr,213779.5,10.4085213033,0.303489705099,0.343574044343
289,lt,he,214536.0,8.38181818182,0.342158431205,0.249935208411
290,lt,it,215267.0,10.4926372155,0.314568263665,0.347798989596
291,lt,ja,215971.0,7.18305597579,0.354242738839,0.260524994513
292,lt,ka,216656.5,10.2929577465,0.345770813146,0.292759699037
293,lt,kk,217383.0,8.58142664872,0.331958348246,0.282289428528
294,lt,la,218124.0,7.25033829499,0.370855529533,0.206651805996
295,lt,nl,218904.5,10.5815085158,0.303500820531,0.327628580113
296,lt,no,219712.0,10.2761664565,0.307775299982,0.327438686623
297,lt,pt,220512.5,10.7636138614,0.314211908928,0.35400452869
298,lt,ro,221306.0,10.1193838254,0.31178880241,0.319268825146
299,nl,be,222077.0,10.3486238532,0.334364187525,0.32027237964
300,nl,ca,222868.0,12.199023199,0.280336015867,0.382186762449
301,nl,en,223727.0,13.4416017798,0.252319388732,0.363936526413
302,nl,es,224618.5,13.036199095,0.274501760072,0.39862842008
303,nl,eu,225449.0,9.06177606178,0.339061687282,0.321904114698
304,nl,fr,226278.0,12.6935300795,0.285296298307,0.372692004631
305,nl,he,227108.0,8.83440308087,0.32961244623,0.293812541287
306,nl,it,227899.0,12.1930261519,0.278833242193,0.395920132484
307,nl,ja,228668.5,7.8722826087,0.35128521509,0.286160416781
308,nl,ka,229400.0,10.0013755158,0.315685443066,0.331605583423
309,nl,kk,230161.5,8.32663316583,0.386273864134,0.252622314313
310,nl,la,230934.0,6.83578104139,0.353004211893,0.20710699972
311,nl,pt,231745.0,12.5406643757,0.298248607166,0.367369504394
312,nl,ro,232593.5,11.3640776699,0.30804563105,0.362355081106
313,no,be,233371.0,10.2859097127,0.334037472243,0.322261480093
314,no,ca,234128.0,11.2630906769,0.303528450448,0.351249890537
315,no,da,234965.0,18.5173961841,0.120966073365,0.595017597546
316,no,de,235848.0,14.2091428571,0.240633341015,0.418737754607
317,no,en,236717.0,13.0324449594,0.282795134407,0.367555888181
318,no,es,237569.0,12.2972651605,0.270294617127,0.385086384627
319,no,eu,238364.5,9.17333333333,0.316951415122,0.319127912725
320,no,fr,239156.5,11.7517985612,0.28022010168,0.371322036053
321,no,he,239942.5,8.93631436314,0.327232007092,0.294343993519
322,no,it,240698.5,11.6085271318,0.282836815872,0.37031326024
323,no,ja,241434.0,8.06169296987,0.343825156386,0.299561803378
324,no,ka,242134.0,9.87766714083,0.317264023235,0.327771424993
325,no,kk,242860.5,8.55066666667,0.362363662312,0.274766953939
326,no,la,243593.5,7.15921787709,0.375512718851,0.211283903949
327,no,nl,244381.5,13.1453488372,0.250298546937,0.401686103996
328,no,pt,245227.0,12.2117930205,0.288556769122,0.36213774279
329,no,ro,246040.0,11.0830188679,0.297733477578,0.348819840219
330,pl,be,246805.0,13.980952381,0.242379062421,0.415123367427
331,pl,ca,247532.5,12.3,0.279099448327,0.404284796373
332,pl,da,248271.5,12.4947229551,0.272162942378,0.366052068768
333,pl,de,249046.0,14.2212389381,0.245919142447,0.427162064207
334,pl,en,249822.5,12.6509186352,0.289924219116,0.341384840819
335,pl,es,250589.5,13.3704663212,0.269614280386,0.392643507207
336,pl,eu,251318.0,9.61605839416,0.33657912918,0.302847233724
337,pl,fr,252042.0,12.6566186107,0.249761001939,0.41346201344
338,pl,he,252764.0,9.7503671072,0.325030633946,0.291940360935
339,pl,it,253459.5,12.5309859155,0.277472672284,0.384635665571
340,pl,ja,254138.5,8.81790123457,0.33277989398,0.300886424897
341,pl,ka,254806.0,11.1892285298,0.324300986506,0.319977336821
342,pl,kk,255499.5,8.92857142857,0.35864806752,0.283490463497
343,pl,la,256208.0,8.26917712692,0.36790371345,0.187113949164
344,pl,lt,256939.0,12.4536912752,0.272825459878,0.37603859233
345,pl,nl,257704.0,12.4369426752,0.272625538297,0.384632260773
346,pl,no,258469.0,12.4536912752,0.289041631695,0.360053665138
347,pl,pt,259223.0,12.8885976409,0.289369749465,0.383084286164
348,pl,ro,259983.0,11.894319683,0.273348231315,0.390314967292
349,pl,ru,260744.5,17.3798955614,0.166021937335,0.498821712979
350,pt,be,261496.5,10.783197832,0.342715120818,0.301883003173
351,pt,es,262310.0,17.9088863892,0.138737299203,0.563386114654
352,pt,eu,263136.0,9.59895150721,0.305900570291,0.348152831658
353,pt,he,263897.5,9.31710526316,0.340976778645,0.279198627093
354,pt,it,264676.0,14.7114178168,0.211764549948,0.480667087224
355,pt,ja,265436.0,8.29045643154,0.345899936099,0.271653409206
356,pt,ka,266152.5,9.89014084507,0.322064181437,0.267824327842
357,pt,kk,266893.5,8.74870466321,0.363238865531,0.267983025333
358,pt,ro,267685.0,12.2293464858,0.270115534095,0.38945940321
359,ro,be,268453.0,10.1862068966,0.320297669152,0.308881986694
360,ro,es,269229.0,12.7049576784,0.273596128172,0.395436777448
361,ro,eu,270008.0,9.02872777018,0.312412488791,0.326564752502
362,ro,he,270737.0,8.49381017882,0.336633902649,0.266001854907
363,ro,ja,271450.0,7.95851216023,0.34694104274,0.265827201129
364,ro,ka,272148.0,9.83213773314,0.332121011863,0.322104686288
365,ro,kk,272867.0,8.45614035088,0.36121672151,0.258878033373
366,ru,be,273627.5,16.5653846154,0.197484876109,0.457866819562
367,ru,ca,274391.0,12.281124498,0.27579082197,0.37803037939
368,ru,da,275161.5,12.201511335,0.297311975951,0.334575226474
369,ru,de,275972.5,14.2632850242,0.259659069224,0.38390681737
370,ru,en,276792.0,12.7977805179,0.297362814469,0.341130750502
371,ru,es,277603.0,13.7805178792,0.265011669814,0.384966110315
372,ru,eu,278373.0,9.69958847737,0.34537433497,0.301857409992
373,ru,fr,279132.0,12.6400506971,0.273652113601,0.375430529291
374,ru,he,279885.5,10.2033426184,0.338541380545,0.288891097969
375,ru,it,280618.5,12.9104278075,0.288430652697,0.363615649978
376,ru,ja,281333.0,8.88546255507,0.338391810312,0.272104806563
377,ru,ka,282031.5,11.748603352,0.30824566358,0.345924381596
378,ru,kk,282762.5,9.79490616622,0.343942590323,0.293109509602
379,ru,la,283503.0,8.45850340136,0.389801595702,0.21256450634
380,ru,lt,284260.0,12.6148908858,0.291284197704,0.36356303387
381,ru,nl,285059.5,12.4231707317,0.282714797704,0.362681979423
382,ru,no,285859.0,12.3427471117,0.28633190283,0.363417741912
383,ru,pt,286644.5,12.9962121212,0.290682976013,0.364814709208
384,ru,ro,287425.5,11.725974026,0.30263044915,0.349572578586
385,sk,be,288175.5,12.5,0.294188314999,0.339366675545
386,sk,ca,288897.5,10.5700280112,0.320305515186,0.318008490535
387,sk,cs,289640.5,16.6670984456,0.184151979059,0.504818534303
388,sk,da,290404.5,10.6931216931,0.301214028604,0.349241842796
389,sk,de,291176.5,11.8248730964,0.302352959925,0.351867063055
390,sk,en,291952.5,10.4293193717,0.330230884564,0.298943520064
391,sk,es,292719.0,11.1313394018,0.296700607944,0.347149314586
392,sk,eu,293449.0,8.53545586107,0.355543204458,0.317132495965
393,sk,fr,294171.5,10.6458885942,0.297045123837,0.342750585324
394,sk,he,294891.5,8.2055393586,0.358658644011,0.274059470433
395,sk,it,295592.0,10.4979020979,0.328246501721,0.324056314379
396,sk,ja,296264.5,7.15555555556,0.333593252477,0.253965252562
397,sk,ka,296927.0,10.2575539568,0.349820829518,0.29775462071
398,sk,kk,297621.0,8.20490620491,0.381354910344,0.274225910996
399,sk,la,298328.5,7.56371191136,0.398147557124,0.181823608692
400,sk,lt,299067.5,10.9735449735,0.313531539107,0.364404114182
401,sk,nl,299831.5,10.5777202073,0.328808305424,0.32753788367
402,sk,no,300592.5,10.5586666667,0.322644625646,0.329803855849
403,sk,pl,301341.5,14.5628342246,0.248309522997,0.423430625945
404,sk,pt,302095.0,10.7035573123,0.3200844242,0.323651040381
405,sk,ro,302848.0,10.5087014726,0.297929326943,0.344214215992
406,sk,ru,303601.0,13.8642951252,0.265895009899,0.379040152698
