"l1","l2","number_numeric","l1_typology","l2_typology","sameNumeralTypology"
"fr","uk",9,"atom","atom",TRUE
"fr","uk",1,"atom","atom",TRUE
"fr","uk",1000,"1000","1000",TRUE
"fr","uk",2,"atom","atom",TRUE
"fr","uk",40,"4*base","atom",FALSE
"fr","uk",60,"6*base","6*10",FALSE
"fr","uk",4,"atom","atom",TRUE
"fr","uk",30,"3*base","3*10",FALSE
"fr","uk",100,"100","100",TRUE
"fr","uk",8,"atom","atom",TRUE
"fr","uk",20,"atom","2*10",FALSE
"fr","uk",6,"atom","atom",TRUE
"de","bg",1000,"1000","1000",TRUE
"de","bg",2,"atom","atom",TRUE
"de","bg",100,"100","100",TRUE
"de","bg",20,"2*10","2*10",TRUE
"de","bg",11,"atom","1+10",FALSE
"de","bg",11,"atom","1+10",FALSE
"de","bg",20,"2*10","2*10",TRUE
"de","bg",30,"3*10","3*10",TRUE
"de","bg",12,"atom","2+10",FALSE
"de","bg",40,"4*10","4*10",TRUE
"de","bg",90,"9*10","9*10",TRUE
"de","bg",60,"6*10","6*10",TRUE
"de","bg",50,"5*10","5*10",TRUE
"de","bg",3,"atom","atom",TRUE
"de","bg",70,"7*10","7*10",TRUE
"de","bg",80,"8*10","8*10",TRUE
"de","bg",9,"atom","atom",TRUE
"de","bg",4,"atom","atom",TRUE
"de","bg",5,"atom","atom",TRUE
"de","bg",12,"atom","2+10",FALSE
"de","bg",6,"atom","atom",TRUE
"de","bg",8,"atom","atom",TRUE
"de","bg",10,"atom","atom",TRUE
"da","fi",70,"3.5*20","7*10",FALSE
"da","fi",90,"4.5*20","9*10",FALSE
"da","fi",40,"4*base","4*10",FALSE
"da","fi",100,"(1*)100","100",FALSE
"da","fi",80,"4*20","8*10",FALSE
"da","fi",60,"3*20","6*10",FALSE
"da","fi",2,"atom","atom",TRUE
"da","fi",30,"3*base","3*10",FALSE
"da","fi",11,"atom","1+2ndbase",FALSE
"da","fi",50,"2.5*20","5*10",FALSE
"da","fi",20,"2*base","2*10",FALSE
"da","fi",6,"atom","atom",TRUE
"da","fi",8,"atom","atom",TRUE
"da","fi",3,"atom","atom",TRUE
"da","fi",10,"atom","atom",TRUE
"da","fi",9,"atom","atom",TRUE
"da","fi",12,"atom","2+2ndbase",FALSE
"da","fi",5,"atom","atom",TRUE
"da","fi",7,"atom","atom",TRUE
"da","fi",4,"atom","atom",TRUE
"hu","de",7,"atom","atom",TRUE
"hu","de",1,"atom","atom",TRUE
"hu","de",1000,"1000","1000",TRUE
"hu","de",7,"atom","atom",TRUE
"hu","de",100,"100","100",TRUE
"hu","de",3,"atom","atom",TRUE
"hu","de",30,"3*10","3*10",TRUE
"hu","de",20,"2*10","2*10",TRUE
"hu","de",90,"9*10","9*10",TRUE
"hu","de",10,"atom","atom",TRUE
"hu","de",80,"8*10","8*10",TRUE
"hu","de",70,"7*10","7*10",TRUE
"hu","de",9,"atom","atom",TRUE
"hu","de",11,"10+1","atom",FALSE
"hu","de",8,"atom","atom",TRUE
"hu","de",4,"atom","atom",TRUE
"hu","de",40,"4*10","4*10",TRUE
"hu","de",5,"atom","atom",TRUE
"hu","de",50,"5*10","5*10",TRUE
"hu","de",60,"6*10","6*10",TRUE
"hu","de",6,"atom","atom",TRUE
"hu","sv",1,"atom","atom",TRUE
"hu","sv",1,"atom","atom",TRUE
"hu","sv",7,"atom","atom",TRUE
"hu","sv",1000,"1000","(1*)1000",FALSE
"hu","sv",100,"100","(1*)100",FALSE
"hu","sv",7,"atom","atom",TRUE
"hu","sv",3,"atom","atom",TRUE
"hu","sv",30,"3*10","3*10",TRUE
"hu","sv",20,"2*10","atom",FALSE
"hu","sv",40,"4*10","4*10",TRUE
"hu","sv",50,"5*10","5*10",TRUE
"hu","sv",70,"7*10","7*10",TRUE
"hu","sv",4,"atom","atom",TRUE
"hu","sv",10,"atom","atom",TRUE
"hu","sv",8,"atom","atom",TRUE
"hu","sv",11,"10+1","atom",FALSE
"hu","sv",90,"9*10","9*10",TRUE
"hu","sv",60,"6*10","6*10",TRUE
"hu","sv",6,"atom","atom",TRUE
"hu","sv",9,"atom","atom",TRUE
"hu","sv",5,"atom","atom",TRUE
"hu","sv",80,"8*10","8*10",TRUE
"bg","no",1,"atom","atom",TRUE
"bg","no",1,"atom","atom",TRUE
"bg","no",1000,"1000","(1*)1000",FALSE
"bg","no",100,"100","(1*)100",FALSE
"bg","no",3,"atom","atom",TRUE
"bg","no",20,"2*10","atom",FALSE
"bg","no",11,"1+10","atom",FALSE
"bg","no",4,"atom","atom",TRUE
"bg","no",40,"4*10","4*10/4*baseS",FALSE
"bg","no",5,"atom","atom",TRUE
"bg","no",6,"atom","atom",TRUE
"bg","no",8,"atom","atom",TRUE
"bg","no",10,"atom","atom",TRUE
"bg","no",9,"atom","atom",TRUE
"bg","no",12,"2+10","atom",FALSE
"bg","no",7,"atom","atom",TRUE
"bg","no",50,"5*10","5*10",TRUE
"bg","no",30,"3*10","3*10/3*base",FALSE
"bg","no",90,"9*10","9*10",TRUE
"bg","no",80,"8*10","8*10",TRUE
"bg","no",70,"7*10","7*10",TRUE
"nl","bg",1000,"1000","1000",TRUE
"nl","bg",90,"9*10","9*10",TRUE
"nl","bg",100,"100","100",TRUE
"nl","bg",70,"7*10","7*10",TRUE
"nl","bg",80,"8*10","8*10",TRUE
"nl","bg",2,"atom","atom",TRUE
"nl","bg",60,"6*10","6*10",TRUE
"nl","bg",11,"atom","1+10",FALSE
"nl","bg",11,"atom","1+10",FALSE
"nl","bg",12,"atom","2+10",FALSE
"nl","bg",12,"atom","2+10",FALSE
"nl","bg",9,"atom","atom",TRUE
"nl","bg",50,"5*10","5*10",TRUE
"nl","bg",10,"atom","atom",TRUE
"nl","bg",20,"2*10","2*10",TRUE
"nl","bg",8,"atom","atom",TRUE
"nl","bg",20,"2*10","2*10",TRUE
"nl","bg",6,"atom","atom",TRUE
"nl","bg",3,"atom","atom",TRUE
"nl","bg",7,"atom","atom",TRUE
"nl","bg",5,"atom","atom",TRUE
"nl","bg",40,"4*10","4*10",TRUE
"nl","bg",4,"atom","atom",TRUE
"nl","bg",30,"3*10","3*10",TRUE
"uk","sv",1,"atom","atom",TRUE
"uk","sv",1,"atom","atom",TRUE
"uk","sv",1,"atom","atom",TRUE
"uk","sv",1000,"1000","(1*)1000",FALSE
"uk","sv",2,"atom","atom",TRUE
"uk","sv",7,"atom","atom",TRUE
"uk","sv",100,"100","(1*)100",FALSE
"uk","sv",3,"atom","atom",TRUE
"uk","sv",40,"atom","4*10",FALSE
"uk","sv",4,"atom","atom",TRUE
"uk","sv",10,"atom","atom",TRUE
"uk","sv",60,"6*10","6*10",TRUE
"uk","sv",70,"7*10","7*10",TRUE
"uk","sv",8,"atom","atom",TRUE
"uk","sv",30,"3*10","3*10",TRUE
"uk","sv",20,"2*10","atom",FALSE
"uk","sv",80,"8*10","8*10",TRUE
"uk","sv",11,"1+10","atom",FALSE
"uk","sv",12,"2+10","atom",FALSE
"uk","sv",6,"atom","atom",TRUE
"nl","no",2,"atom","atom",TRUE
"nl","no",1000,"1000","(1*)1000",FALSE
"nl","no",60,"6*10","6*10",TRUE
"nl","no",3,"atom","atom",TRUE
"nl","no",90,"9*10","9*10",TRUE
"nl","no",100,"100","(1*)100",FALSE
"nl","no",80,"8*10","8*10",TRUE
"nl","no",70,"7*10","7*10",TRUE
"nl","no",4,"atom","atom",TRUE
"nl","no",5,"atom","atom",TRUE
"nl","no",6,"atom","atom",TRUE
"nl","no",50,"5*10","5*10",TRUE
"nl","no",9,"atom","atom",TRUE
"nl","no",8,"atom","atom",TRUE
"nl","no",7,"atom","atom",TRUE
"nl","no",10,"atom","atom",TRUE
"nl","no",11,"atom","atom",TRUE
"nl","no",12,"atom","atom",TRUE
"nl","no",20,"2*10","atom",FALSE
"nl","no",40,"4*10","4*10/4*baseS",FALSE
"nl","no",30,"3*10","3*10/3*base",FALSE
"en","da",40,"4*10","4*base",FALSE
"en","da",70,"7*10","3.5*20",FALSE
"en","da",90,"9*10","4.5*20",FALSE
"en","da",1,"atom","atom",TRUE
"en","da",40,"4*10","4*base",FALSE
"en","da",80,"8*10","4*20",FALSE
"en","da",60,"6*10","3*20",FALSE
"en","da",30,"3*10","3*base",FALSE
"en","da",50,"5*10","2.5*20",FALSE
"en","da",2,"atom","atom",TRUE
"en","da",11,"atom","atom",TRUE
"en","da",9,"atom","atom",TRUE
"en","da",20,"2*10","2*base",FALSE
"en","da",6,"atom","atom",TRUE
"en","da",10,"atom","atom",TRUE
"en","da",7,"atom","atom",TRUE
"en","da",12,"atom","atom",TRUE
"en","da",5,"atom","atom",TRUE
"en","da",8,"atom","atom",TRUE
"en","da",3,"atom","atom",TRUE
"en","da",4,"atom","atom",TRUE
"es","fr",1,"atom","atom",TRUE
"es","fr",2,"atom","atom",TRUE
"es","fr",1000,"1000","1000",TRUE
"es","fr",100,"100","100",TRUE
"es","fr",9,"atom","atom",TRUE
"es","fr",60,"6*base","6*base",TRUE
"es","fr",11,"1+base","1+base",TRUE
"es","fr",10,"atom","atom",TRUE
"es","fr",20,"atom","atom",TRUE
"es","fr",8,"atom","atom",TRUE
"es","fr",12,"2+base","2+base",TRUE
"es","fr",5,"atom","atom",TRUE
"es","fr",40,"4*base","4*base",TRUE
"es","fr",30,"3*base","3*base",TRUE
"es","fr",4,"atom","atom",TRUE
"es","fr",50,"5*base","5*base",TRUE
"es","fr",6,"atom","atom",TRUE
"es","da",1,"atom","atom",TRUE
"es","da",40,"4*base","4*base",TRUE
"es","da",70,"7*base","3.5*20",FALSE
"es","da",90,"9*base","4.5*20",FALSE
"es","da",1000,"1000","(1*)1000",FALSE
"es","da",100,"100","(1*)100",FALSE
"es","da",60,"6*base","3*20",FALSE
"es","da",40,"4*base","4*base",TRUE
"es","da",80,"8*base","4*20",FALSE
"es","da",30,"3*base","3*base",TRUE
"es","da",50,"5*base","2.5*20",FALSE
"es","da",20,"atom","2*base",FALSE
"es","da",2,"atom","atom",TRUE
"es","da",11,"1+base","atom",FALSE
"es","da",10,"atom","atom",TRUE
"es","da",6,"atom","atom",TRUE
"es","da",9,"atom","atom",TRUE
"es","da",8,"atom","atom",TRUE
"es","da",5,"atom","atom",TRUE
"es","da",12,"2+base","atom",FALSE
"es","da",4,"atom","atom",TRUE
"it","da",1,"atom","atom",TRUE
"it","da",40,"4*base","4*base",TRUE
"it","da",60,"6*base","3*20",FALSE
"it","da",1000,"1000","(1*)1000",FALSE
"it","da",90,"9*base","4.5*20",FALSE
"it","da",70,"7*base","3.5*20",FALSE
"it","da",80,"8*base","4*20",FALSE
"it","da",50,"5*base","2.5*20",FALSE
"it","da",40,"4*base","4*base",TRUE
"it","da",30,"3*base","3*base",TRUE
"it","da",100,"100","(1*)100",FALSE
"it","da",20,"atom","2*base",FALSE
"it","da",2,"atom","atom",TRUE
"it","da",9,"atom","atom",TRUE
"it","da",10,"atom","atom",TRUE
"it","da",7,"atom","atom",TRUE
"it","da",6,"atom","atom",TRUE
"it","da",8,"atom","atom",TRUE
"it","da",12,"2+10","atom",FALSE
"it","da",3,"atom","atom",TRUE
"it","da",5,"atom","atom",TRUE
"it","da",4,"atom","atom",TRUE
"hu","uk",7,"atom","atom",TRUE
"hu","uk",1,"atom","atom",TRUE
"hu","uk",7,"atom","atom",TRUE
"hu","uk",1000,"1000","1000",TRUE
"hu","uk",3,"atom","atom",TRUE
"hu","uk",4,"atom","atom",TRUE
"hu","uk",6,"atom","atom",TRUE
"hu","uk",10,"atom","atom",TRUE
"hu","uk",8,"atom","atom",TRUE
"hu","uk",30,"3*10","3*10",TRUE
"hu","uk",100,"100","100",TRUE
"hu","uk",11,"10+1","1+10",FALSE
"hu","uk",20,"2*10","2*10",TRUE
"hu","uk",40,"4*10","atom",FALSE
"hu","uk",60,"6*10","6*10",TRUE
"hu","uk",80,"8*10","8*10",TRUE
"hu","uk",70,"7*10","7*10",TRUE
"de","nl",1000,"1000","1000",TRUE
"de","nl",90,"9*10","9*10",TRUE
"de","nl",100,"100","100",TRUE
"de","nl",70,"7*10","7*10",TRUE
"de","nl",80,"8*10","8*10",TRUE
"de","nl",60,"6*10","6*10",TRUE
"de","nl",50,"5*10","5*10",TRUE
"de","nl",2,"atom","atom",TRUE
"de","nl",3,"atom","atom",TRUE
"de","nl",30,"3*10","3*10",TRUE
"de","nl",10,"atom","atom",TRUE
"de","nl",4,"atom","atom",TRUE
"de","nl",40,"4*10","4*10",TRUE
"de","nl",8,"atom","atom",TRUE
"de","nl",5,"atom","atom",TRUE
"de","nl",20,"2*10","2*10",TRUE
"de","nl",6,"atom","atom",TRUE
"de","nl",12,"atom","atom",TRUE
"de","nl",9,"atom","atom",TRUE
"de","nl",11,"atom","atom",TRUE
"it","cs",1000,"1000","1000",TRUE
"it","cs",1,"atom","atom",TRUE
"it","cs",90,"9*base","9*10",FALSE
"it","cs",80,"8*base","8*10",FALSE
"it","cs",70,"7*base","7*10",FALSE
"it","cs",100,"100","100",TRUE
"it","cs",2,"atom","atom",TRUE
"it","cs",6,"atom","atom",TRUE
"it","cs",5,"atom","atom",TRUE
"it","cs",7,"atom","atom",TRUE
"it","cs",9,"atom","atom",TRUE
"it","cs",60,"6*base","6*10",FALSE
"it","cs",12,"2+10","2+base",FALSE
"it","cs",3,"atom","atom",TRUE
"it","cs",50,"5*base","5*10",FALSE
"it","cs",8,"atom","atom",TRUE
"it","cs",10,"atom","atom",TRUE
"it","cs",4,"atom","atom",TRUE
"it","cs",30,"3*base","3*base",TRUE
"it","cs",20,"atom","2*base",FALSE
"it","cs",40,"4*base","4*base",TRUE
"pt","uk",1000,"1000","1000",TRUE
"pt","uk",2,"atom","atom",TRUE
"pt","uk",100,"100","100",TRUE
"pt","uk",60,"6*base","6*10",FALSE
"pt","uk",40,"4*base","atom",FALSE
"pt","uk",3,"atom","atom",TRUE
"pt","uk",80,"8*base","8*10",FALSE
"pt","uk",70,"7*base","7*10",FALSE
"pt","uk",4,"atom","atom",TRUE
"pt","uk",20,"atom","2*10",FALSE
"pt","uk",10,"atom","atom",TRUE
"pt","uk",30,"3*base","3*10",FALSE
"pt","uk",11,"1+10","1+10",TRUE
"pt","uk",12,"2+10","2+10",TRUE
"pt","uk",6,"atom","atom",TRUE
"pt","uk",8,"atom","atom",TRUE
"en","fi",1,"atom","atom",TRUE
"en","fi",2,"atom","atom",TRUE
"en","fi",3,"atom","atom",TRUE
"en","fi",10,"atom","atom",TRUE
"en","fi",6,"atom","atom",TRUE
"en","fi",4,"atom","atom",TRUE
"en","fi",5,"atom","atom",TRUE
"en","fi",80,"8*10","8*10",TRUE
"en","fi",60,"6*10","6*10",TRUE
"en","fi",8,"atom","atom",TRUE
"en","fi",20,"2*10","2*10",TRUE
"en","fi",11,"atom","1+2ndbase",FALSE
"en","fi",7,"atom","atom",TRUE
"en","fi",70,"7*10","7*10",TRUE
"en","fi",12,"atom","2+2ndbase",FALSE
"en","fi",40,"4*10","4*10",TRUE
"en","fi",30,"3*10","3*10",TRUE
"en","fi",9,"atom","atom",TRUE
"en","fi",90,"9*10","9*10",TRUE
"en","fi",50,"5*10","5*10",TRUE
"bg","fi",1,"atom","atom",TRUE
"bg","fi",1000,"1000","1000",TRUE
"bg","fi",3,"atom","atom",TRUE
"bg","fi",4,"atom","atom",TRUE
"bg","fi",5,"atom","atom",TRUE
"bg","fi",11,"1+10","1+2ndbase",FALSE
"bg","fi",100,"100","100",TRUE
"bg","fi",6,"atom","atom",TRUE
"bg","fi",20,"2*10","2*10",TRUE
"bg","fi",40,"4*10","4*10",TRUE
"bg","fi",30,"3*10","3*10",TRUE
"bg","fi",8,"atom","atom",TRUE
"bg","fi",80,"8*10","8*10",TRUE
"bg","fi",50,"5*10","5*10",TRUE
"bg","fi",9,"atom","atom",TRUE
"bg","fi",12,"2+10","2+2ndbase",FALSE
"bg","fi",10,"atom","atom",TRUE
"bg","fi",7,"atom","atom",TRUE
"bg","fi",90,"9*10","9*10",TRUE
"bg","fi",70,"7*10","7*10",TRUE
"en","cs",1,"atom","atom",TRUE
"en","cs",2,"atom","atom",TRUE
"en","cs",3,"atom","atom",TRUE
"en","cs",4,"atom","atom",TRUE
"en","cs",11,"atom","1+base",FALSE
"en","cs",10,"atom","atom",TRUE
"en","cs",5,"atom","atom",TRUE
"en","cs",70,"7*10","7*10",TRUE
"en","cs",6,"atom","atom",TRUE
"en","cs",8,"atom","atom",TRUE
"en","cs",7,"atom","atom",TRUE
"en","cs",80,"8*10","8*10",TRUE
"en","cs",20,"2*10","2*base",FALSE
"en","cs",9,"atom","atom",TRUE
"en","cs",60,"6*10","6*10",TRUE
"en","cs",12,"atom","2+base",FALSE
"en","cs",50,"5*10","5*10",TRUE
"en","cs",30,"3*10","3*base",FALSE
"en","cs",40,"4*10","4*base",FALSE
"en","cs",90,"9*10","9*10",TRUE
"hu","it",7,"atom","atom",TRUE
"hu","it",1000,"1000","1000",TRUE
"hu","it",1,"atom","atom",TRUE
"hu","it",90,"9*10","9*base",FALSE
"hu","it",7,"atom","atom",TRUE
"hu","it",80,"8*10","8*base",FALSE
"hu","it",70,"7*10","7*base",FALSE
"hu","it",60,"6*10","6*base",FALSE
"hu","it",100,"100","100",TRUE
"hu","it",9,"atom","atom",TRUE
"hu","it",50,"5*10","5*base",FALSE
"hu","it",3,"atom","atom",TRUE
"hu","it",6,"atom","atom",TRUE
"hu","it",5,"atom","atom",TRUE
"hu","it",30,"3*10","3*base",FALSE
"hu","it",10,"atom","atom",TRUE
"hu","it",4,"atom","atom",TRUE
"hu","it",40,"4*10","4*base",FALSE
"hu","it",8,"atom","atom",TRUE
"hu","it",20,"2*10","atom",FALSE
"it","pt",1,"atom","atom",TRUE
"it","pt",1000,"1000","1000",TRUE
"it","pt",100,"100","100",TRUE
"it","pt",90,"9*base","9*base",TRUE
"it","pt",70,"7*base","7*base",TRUE
"it","pt",100,"100","100",TRUE
"it","pt",80,"8*base","8*base",TRUE
"it","pt",60,"6*base","6*base",TRUE
"it","pt",50,"5*base","5*base",TRUE
"it","pt",30,"3*base","3*base",TRUE
"it","pt",6,"atom","atom",TRUE
"it","pt",2,"atom","atom",TRUE
"it","pt",9,"atom","atom",TRUE
"it","pt",7,"atom","atom",TRUE
"it","pt",12,"2+10","2+10",TRUE
"it","pt",40,"4*base","4*base",TRUE
"it","pt",5,"atom","atom",TRUE
"it","pt",3,"atom","atom",TRUE
"it","pt",20,"atom","atom",TRUE
"it","pt",4,"atom","atom",TRUE
"it","pt",10,"atom","atom",TRUE
"it","pt",8,"atom","atom",TRUE
"cs","uk",1,"atom","atom",TRUE
"cs","uk",7,"atom","atom",TRUE
"cs","uk",1000,"1000","1000",TRUE
"cs","uk",2,"atom","atom",TRUE
"cs","uk",3,"atom","atom",TRUE
"cs","uk",40,"4*base","atom",FALSE
"cs","uk",4,"atom","atom",TRUE
"cs","uk",6,"atom","atom",TRUE
"cs","uk",100,"100","100",TRUE
"cs","uk",10,"atom","atom",TRUE
"cs","uk",30,"3*base","3*10",FALSE
"cs","uk",11,"1+base","1+10",FALSE
"cs","uk",70,"7*10","7*10",TRUE
"cs","uk",80,"8*10","8*10",TRUE
"cs","uk",8,"atom","atom",TRUE
"cs","uk",60,"6*10","6*10",TRUE
"cs","uk",20,"2*base","2*10",FALSE
"cs","uk",12,"2+base","2+10",FALSE
"ru","no",1,"atom","atom",TRUE
"ru","no",1,"atom","atom",TRUE
"ru","no",1,"atom","atom",TRUE
"ru","no",1000,"1000","(1*)1000",FALSE
"ru","no",2,"atom","atom",TRUE
"ru","no",3,"atom","atom",TRUE
"ru","no",100,"100","(1*)100",FALSE
"ru","no",4,"atom","atom",TRUE
"ru","no",5,"atom","atom",TRUE
"ru","no",11,"1+10","atom",FALSE
"ru","no",6,"atom","atom",TRUE
"ru","no",10,"atom","atom",TRUE
"ru","no",8,"atom","atom",TRUE
"ru","no",90,"9*base","9*10",FALSE
"ru","no",9,"atom","atom",TRUE
"ru","no",12,"2+10","atom",FALSE
"ru","no",40,"atom","4*10/4*baseS",FALSE
"ru","no",70,"7*10","7*10",TRUE
"ru","no",80,"8*10","8*10",TRUE
"ru","no",20,"2*base","atom",FALSE
"ru","no",50,"5*10","5*10",TRUE
"ru","no",30,"3*base","3*10/3*base",FALSE
"ru","no",60,"6*10","6*10",TRUE
"fr","da",9,"atom","atom",TRUE
"fr","da",1,"atom","atom",TRUE
"fr","da",40,"4*base","4*base",TRUE
"fr","da",1000,"1000","(1*)1000",FALSE
"fr","da",40,"4*base","4*base",TRUE
"fr","da",60,"6*base","3*20",FALSE
"fr","da",100,"100","(1*)100",FALSE
"fr","da",50,"5*base","2.5*20",FALSE
"fr","da",30,"3*base","3*base",TRUE
"fr","da",2,"atom","atom",TRUE
"fr","da",9,"atom","atom",TRUE
"fr","da",8,"atom","atom",TRUE
"fr","da",20,"atom","2*base",FALSE
"fr","da",5,"atom","atom",TRUE
"fr","da",6,"atom","atom",TRUE
"fr","da",4,"atom","atom",TRUE
"it","no",1,"atom","atom",TRUE
"it","no",1,"atom","atom",TRUE
"it","no",1000,"1000","(1*)1000",FALSE
"it","no",60,"6*base","6*10",FALSE
"it","no",90,"9*base","9*10",FALSE
"it","no",80,"8*base","8*10",FALSE
"it","no",50,"5*base","5*10",FALSE
"it","no",100,"100","(1*)100",FALSE
"it","no",70,"7*base","7*10",FALSE
"it","no",2,"atom","atom",TRUE
"it","no",30,"3*base","3*10/3*base",FALSE
"it","no",20,"atom","atom",TRUE
"it","no",3,"atom","atom",TRUE
"it","no",4,"atom","atom",TRUE
"it","no",6,"atom","atom",TRUE
"it","no",12,"2+10","atom",FALSE
"it","no",40,"4*base","4*10/4*baseS",FALSE
"it","no",9,"atom","atom",TRUE
"it","no",5,"atom","atom",TRUE
"it","no",7,"atom","atom",TRUE
"it","no",10,"atom","atom",TRUE
"it","no",8,"atom","atom",TRUE
"en","nl",1,"atom","atom",TRUE
"en","nl",70,"7*10","7*10",TRUE
"en","nl",80,"8*10","8*10",TRUE
"en","nl",90,"9*10","9*10",TRUE
"en","nl",60,"6*10","6*10",TRUE
"en","nl",50,"5*10","5*10",TRUE
"en","nl",2,"atom","atom",TRUE
"en","nl",10,"atom","atom",TRUE
"en","nl",8,"atom","atom",TRUE
"en","nl",4,"atom","atom",TRUE
"en","nl",12,"atom","atom",TRUE
"en","nl",7,"atom","atom",TRUE
"en","nl",3,"atom","atom",TRUE
"en","nl",5,"atom","atom",TRUE
"en","nl",6,"atom","atom",TRUE
"en","nl",9,"atom","atom",TRUE
"en","nl",11,"atom","atom",TRUE
"en","nl",30,"3*10","3*10",TRUE
"en","nl",20,"2*10","2*10",TRUE
"en","nl",40,"4*10","4*10",TRUE
"nl","ru",1000,"1000","1000",TRUE
"nl","ru",80,"8*10","8*10",TRUE
"nl","ru",90,"9*10","9*base",FALSE
"nl","ru",70,"7*10","7*10",TRUE
"nl","ru",60,"6*10","6*10",TRUE
"nl","ru",100,"100","100",TRUE
"nl","ru",2,"atom","atom",TRUE
"nl","ru",5,"atom","atom",TRUE
"nl","ru",3,"atom","atom",TRUE
"nl","ru",10,"atom","atom",TRUE
"nl","ru",50,"5*10","5*10",TRUE
"nl","ru",8,"atom","atom",TRUE
"nl","ru",6,"atom","atom",TRUE
"nl","ru",7,"atom","atom",TRUE
"nl","ru",4,"atom","atom",TRUE
"nl","ru",12,"atom","2+10",FALSE
"nl","ru",11,"atom","1+10",FALSE
"nl","ru",9,"atom","atom",TRUE
"nl","ru",30,"3*10","3*base",FALSE
"nl","ru",40,"4*10","atom",FALSE
"nl","ru",20,"2*10","2*base",FALSE
"da","no",70,"3.5*20","7*10",FALSE
"da","no",90,"4.5*20","9*10",FALSE
"da","no",80,"4*20","8*10",FALSE
"da","no",40,"4*base","4*10/4*baseS",FALSE
"da","no",60,"3*20","6*10",FALSE
"da","no",100,"(1*)100","(1*)100",TRUE
"da","no",2,"atom","atom",TRUE
"da","no",30,"3*base","3*10/3*base",FALSE
"da","no",50,"2.5*20","5*10",FALSE
"da","no",20,"2*base","atom",FALSE
"da","no",3,"atom","atom",TRUE
"da","no",9,"atom","atom",TRUE
"da","no",11,"atom","atom",TRUE
"da","no",6,"atom","atom",TRUE
"da","no",12,"atom","atom",TRUE
"da","no",5,"atom","atom",TRUE
"da","no",7,"atom","atom",TRUE
"da","no",8,"atom","atom",TRUE
"da","no",4,"atom","atom",TRUE
"da","no",10,"atom","atom",TRUE
"pt","fr",1000,"1000","1000",TRUE
"pt","fr",2,"atom","atom",TRUE
"pt","fr",100,"100","100",TRUE
"pt","fr",60,"6*base","6*base",TRUE
"pt","fr",9,"atom","atom",TRUE
"pt","fr",30,"3*base","3*base",TRUE
"pt","fr",20,"atom","atom",TRUE
"pt","fr",11,"1+10","1+base",FALSE
"pt","fr",3,"atom","atom",TRUE
"pt","fr",10,"atom","atom",TRUE
"pt","fr",40,"4*base","4*base",TRUE
"pt","fr",50,"5*base","5*base",TRUE
"pt","fr",8,"atom","atom",TRUE
"pt","fr",5,"atom","atom",TRUE
"pt","fr",6,"atom","atom",TRUE
"pt","fr",4,"atom","atom",TRUE
"pt","fr",12,"2+10","2+base",FALSE
"es","bg",1,"atom","atom",TRUE
"es","bg",2,"atom","atom",TRUE
"es","bg",100,"100","100",TRUE
"es","bg",1000,"1000","1000",TRUE
